danceability,energy,speechiness,acousticness,instrumentalness,valence,track_id,playlist_id
0.474,0.108,0.0383,0.856,4.31e-06,0.295,64leFpj58XpvqWFy1yVJ4X,1Rj92hyXm3WjpOJI8XgYtF
0.719,0.261,0.046,0.861,3.98e-05,0.282,4DLc63Y8A4Nj4YIohUJv9I,1Rj92hyXm3WjpOJI8XgYtF
0.647,0.175,0.0392,0.72,0.0656,0.754,2DjyE7FoErOf0v6jg0FxWC,1Rj92hyXm3WjpOJI8XgYtF
0.628,0.364,0.0643,0.778,0.0149,0.644,6VSutUwZQRRJ1EPuYXLxcw,1Rj92hyXm3WjpOJI8XgYtF
0.68,0.169,0.0353,0.96,0.000554,0.138,3X2ftfCn1a3EDugnYRptfH,1Rj92hyXm3WjpOJI8XgYtF
0.881,0.317,0.104,0.87,6.43e-05,0.642,3u0prNTxF6qqgjtNC8Pn0k,1Rj92hyXm3WjpOJI8XgYtF
0.433,0.564,0.0405,0.713,0.275,0.855,7IyaRftrvTRwBbddDUrn4f,1Rj92hyXm3WjpOJI8XgYtF
0.658,0.702,0.0411,0.282,0.00565,0.416,4SdloKbQ6OV3D7K4BGTHVZ,1Rj92hyXm3WjpOJI8XgYtF
0.484,0.192,0.0465,0.991,0.908,0.0559,1Re30B3AC2Ra8n4f2xsDW3,1Rj92hyXm3WjpOJI8XgYtF
0.803,0.233,0.1,0.879,0.00085,0.679,0eTVAiN3rptinIZiy0Pkf8,1Rj92hyXm3WjpOJI8XgYtF
0.624,0.238,0.0373,0.49,0.0,0.507,2OB4t3dyuKxtCQiiEnfsut,1Rj92hyXm3WjpOJI8XgYtF
0.571,0.352,0.0531,0.728,0.0,0.775,6ueOUrAzswQvL2rOZJ171n,1Rj92hyXm3WjpOJI8XgYtF
0.668,0.502,0.114,0.669,0.0,0.679,5Nc712oywvc3k9htjOEztt,1Rj92hyXm3WjpOJI8XgYtF
0.628,0.386,0.0388,0.544,0.457,0.386,03FYK4lMjDgJNUEl5P43uG,1Rj92hyXm3WjpOJI8XgYtF
0.426,0.122,0.0316,0.894,0.0964,0.472,1YEI60yKVmC4qeCXL5GMj2,1Rj92hyXm3WjpOJI8XgYtF
0.467,0.349,0.0365,0.47,0.0624,0.366,1YoUHymax9NFA0KwTD2Nsp,1Rj92hyXm3WjpOJI8XgYtF
0.702,0.299,0.0525,0.862,0.0,0.463,3aCDe0x7g5pEXnzwTYIWYU,1Rj92hyXm3WjpOJI8XgYtF
0.616,0.196,0.0553,0.851,0.0,0.303,3rUVcKmdmAjJEt0Zx7nSL5,1Rj92hyXm3WjpOJI8XgYtF
0.462,0.21,0.0403,0.878,0.84,0.293,2nCwn8cDSFf2RpqwJ6oHfM,1Rj92hyXm3WjpOJI8XgYtF
0.805,0.194,0.0542,0.866,0.00169,0.647,4CeAy1zX5Aapk2rWCetKhu,1Rj92hyXm3WjpOJI8XgYtF
0.635,0.32,0.0381,0.917,0.939,0.815,1MrCG9iV6hnfPL5M54kqCO,1Rj92hyXm3WjpOJI8XgYtF
0.324,0.171,0.0351,0.959,0.888,0.231,1Q9kNHJaIk835JpzAmWz07,1Rj92hyXm3WjpOJI8XgYtF
0.59,0.646,0.0327,0.823,0.0037,0.492,0T9FkgeD739r81L1qyewp7,1Rj92hyXm3WjpOJI8XgYtF
0.545,0.404,0.0311,0.314,0.602,0.706,5W4d96lwwW15dYbvLaavhN,1Rj92hyXm3WjpOJI8XgYtF
0.847,0.0495,0.0565,0.958,0.917,0.472,0qTbrvVqfnioE9XNI9KiWP,1Rj92hyXm3WjpOJI8XgYtF
0.724,0.405,0.0368,0.771,0.94,0.861,5pwdtnTVfYaAMO0AGWhcvo,1Rj92hyXm3WjpOJI8XgYtF
0.626,0.786,0.0315,0.478,0.166,0.774,1PdupeEk5D3aPOEbIo7e66,1Rj92hyXm3WjpOJI8XgYtF
0.663,0.551,0.0327,0.476,0.00239,0.731,4nQqcVwcoddaEVjLnMJz8w,1Rj92hyXm3WjpOJI8XgYtF
0.647,0.324,0.0384,0.771,0.000173,0.389,6N5LrtIP4qRWIDeghQWmMv,1Rj92hyXm3WjpOJI8XgYtF
0.706,0.285,0.112,0.648,6.16e-06,0.559,2zaShyd7AGjH8qk7AGvSr5,1Rj92hyXm3WjpOJI8XgYtF
0.751,0.289,0.0952,0.781,8.16e-06,0.557,0XKR1b7y5NKJ1HqOccHvNv,1Rj92hyXm3WjpOJI8XgYtF
0.683,0.0652,0.0414,0.897,0.000141,0.175,7mYlcPR7trjnCyqEXrQh18,1Rj92hyXm3WjpOJI8XgYtF
0.87,0.319,0.0447,0.867,0.175,0.523,0qIuaIdzwAkZb5m2YAMY8C,1Rj92hyXm3WjpOJI8XgYtF
0.851,0.401,0.0609,0.914,0.229,0.774,2jAoRLNUgGh1ZXmMShTdXp,1Rj92hyXm3WjpOJI8XgYtF
0.837,0.45,0.044,0.702,0.0,0.247,57eFlC00b65CKigy85VwJ0,1Rj92hyXm3WjpOJI8XgYtF
0.735,0.725,0.0331,0.137,0.0,0.526,3hQt7ybNhTTJk1vAzxVYkW,1Rj92hyXm3WjpOJI8XgYtF
0.629,0.404,0.0736,0.693,0.0,0.527,0K4sxJf1SSnoGPmEWjGDnA,1Rj92hyXm3WjpOJI8XgYtF
0.71,0.351,0.0554,0.484,0.003,0.497,67QLaxzYklfiiM0BcBZ6qa,1Rj92hyXm3WjpOJI8XgYtF
0.632,0.625,0.0348,0.767,1.05e-05,0.606,3P6htszQLIk8r8ypWEp0lb,1Rj92hyXm3WjpOJI8XgYtF
0.664,0.351,0.0378,0.828,0.0712,0.802,1a6WWeuqyJFk5GPQru1R83,1Rj92hyXm3WjpOJI8XgYtF
0.625,0.526,0.0358,0.37,0.000116,0.416,2rSwB6LguOZ7Eg5NiaYyOD,1Rj92hyXm3WjpOJI8XgYtF
0.715,0.308,0.0584,0.794,0.00363,0.704,4KBwpO9OecNj9EnzShClkn,1Rj92hyXm3WjpOJI8XgYtF
0.633,0.246,0.0327,0.652,0.00119,0.377,3xMOcuAxY7h1pnmYKRjBpU,1Rj92hyXm3WjpOJI8XgYtF
0.608,0.269,0.149,0.823,0.00028,0.84,1Rk020Pzd6UT4a9aEqi4EM,1Rj92hyXm3WjpOJI8XgYtF
0.589,0.389,0.0933,0.743,2.27e-05,0.858,4Yxn8DrNcC874Ddv7Cibsk,1Rj92hyXm3WjpOJI8XgYtF
0.629,0.333,0.0358,0.874,0.863,0.516,4X2Tjj0MqatwWIZChec6NU,1Rj92hyXm3WjpOJI8XgYtF
0.799,0.306,0.0378,0.839,0.0142,0.276,4Qw9NyyIYkgGzcmRnrZPrT,1Rj92hyXm3WjpOJI8XgYtF
0.663,0.179,0.0439,0.787,0.152,0.396,5wILoqydB2oea8fQFWVGOG,1Rj92hyXm3WjpOJI8XgYtF
0.611,0.167,0.082,0.964,0.00997,0.672,394aiCHDEzQc5jgx4X90zD,1Rj92hyXm3WjpOJI8XgYtF
0.512,0.316,0.144,0.873,8.68e-06,0.355,7xForrtRX502c5ZGSjyaiX,1Rj92hyXm3WjpOJI8XgYtF
0.435,0.27,0.0308,0.592,0.00115,0.125,0cXAcOnYSKyM6TLy4pdtti,1Rj92hyXm3WjpOJI8XgYtF
0.696,0.37,0.0617,0.81,0.0103,0.709,4AFfQ364cwnycNBxXL8RA0,1Rj92hyXm3WjpOJI8XgYtF
0.633,0.429,0.0729,0.238,2.38e-06,0.622,6rAH7LYZyxS026YWxYOqvA,1Rj92hyXm3WjpOJI8XgYtF
0.527,0.558,0.032,0.678,1.37e-05,0.393,7bUG83VazqfG2G7b8L4CUS,1Rj92hyXm3WjpOJI8XgYtF
0.502,0.348,0.0361,0.687,0.859,0.68,3218vQ3moEiDnVwBUapCgC,1Rj92hyXm3WjpOJI8XgYtF
0.833,0.288,0.044,0.75,0.938,0.506,4A7vkfL0VIoPzcJbLbvmfD,1Rj92hyXm3WjpOJI8XgYtF
0.927,0.117,0.0772,0.956,0.916,0.852,0rfBtBZ9dSSqQlmRUaL6tN,1Rj92hyXm3WjpOJI8XgYtF
0.591,0.274,0.0821,0.882,1.15e-05,0.464,5NWxFc2xocyRyx0sak1H9Z,1Rj92hyXm3WjpOJI8XgYtF
0.67,0.618,0.0372,0.685,0.851,0.828,2Zhwy8tAmEsCezzeRS2kpG,1Rj92hyXm3WjpOJI8XgYtF
0.743,0.451,0.0391,0.65,9.53e-06,0.577,68oBOzoK8C40FDl0pKK5G3,1Rj92hyXm3WjpOJI8XgYtF
0.332,0.25,0.0325,0.863,3.44e-06,0.181,4kwe3LTQcqIkUAsJunafOF,1Rj92hyXm3WjpOJI8XgYtF
0.569,0.397,0.0465,0.709,0.00454,0.528,6ahtseat5fNASoEUcPi0d6,1Rj92hyXm3WjpOJI8XgYtF
0.798,0.295,0.0603,0.748,0.0,0.695,2RIOP1GdiuXeZD1DIyi4v0,1Rj92hyXm3WjpOJI8XgYtF
0.786,0.338,0.234,0.542,0.00987,0.56,6DH3tZeaV2AZuaCJcdidRd,1Rj92hyXm3WjpOJI8XgYtF
0.723,0.175,0.0693,0.641,0.0,0.669,4sDNIB16zW52Ql0XKg52Bu,1Rj92hyXm3WjpOJI8XgYtF
0.742,0.492,0.0377,0.421,0.463,0.671,2K9pZMX96NXf19MhJCtca0,1Rj92hyXm3WjpOJI8XgYtF
0.421,0.211,0.0373,0.96,0.797,0.634,6pydgTcEg2YPEd2HN4GqG7,1Rj92hyXm3WjpOJI8XgYtF
0.702,0.32,0.0607,0.681,4.18e-05,0.162,6mW4mrJtGsUNWXtO0rzg2i,1Rj92hyXm3WjpOJI8XgYtF
0.476,0.259,0.05,0.872,0.0253,0.53,2lDfHBLOAJMwwgCwCBlmQl,1Rj92hyXm3WjpOJI8XgYtF
0.593,0.31,0.0344,0.898,0.00555,0.531,58aPWEzZwi7iEptm6l7Nz5,1Rj92hyXm3WjpOJI8XgYtF
0.66,0.495,0.061,0.442,0.102,0.396,6ihbTijFhhzflZaLiBr3rA,1Rj92hyXm3WjpOJI8XgYtF
0.861,0.463,0.0458,0.681,1.22e-05,0.71,3V923DkMArGWuzcRo5OwNh,1Rj92hyXm3WjpOJI8XgYtF
0.685,0.467,0.0402,0.509,0.0,0.884,1aOPwMA5mhR9B4mV424XUf,1Rj92hyXm3WjpOJI8XgYtF
0.541,0.29,0.0609,0.813,0.0,0.463,3KIbuGHblUcFMLw7z6ctqJ,1Rj92hyXm3WjpOJI8XgYtF
0.778,0.201,0.0529,0.844,0.0,0.574,4wEJ58E3TUCbg6i2rPUHIQ,1Rj92hyXm3WjpOJI8XgYtF
0.61,0.306,0.0428,0.695,2.7e-06,0.654,2y8SFERKx24riyOpa2QII7,1Rj92hyXm3WjpOJI8XgYtF
0.617,0.523,0.0545,0.857,2.19e-05,0.482,3gmagi9hvEPRngqM2NQpo9,1Rj92hyXm3WjpOJI8XgYtF
0.718,0.322,0.032,0.81,0.0,0.481,32oZkZGscdLV0eKefW3G7D,1Rj92hyXm3WjpOJI8XgYtF
0.771,0.458,0.0327,0.694,0.000137,0.707,3Dj6svVga5HcCeQ77Mfu1f,1Rj92hyXm3WjpOJI8XgYtF
0.52,0.409,0.0408,0.403,9.56e-05,0.491,0mtFT8nXM7rRhXg5Qj7cbX,1Rj92hyXm3WjpOJI8XgYtF
0.397,0.319,0.0445,0.441,0.00255,0.548,6RhonpiPM8K2PCK9Ii3sk3,1Rj92hyXm3WjpOJI8XgYtF
0.377,0.475,0.0285,0.859,0.43,0.289,7BzIfud429hasQ2kw50Jqb,1Rj92hyXm3WjpOJI8XgYtF
0.604,0.441,0.0462,0.382,4.93e-05,0.576,6LAIuS6A5qBqFP41FEQnsY,1Rj92hyXm3WjpOJI8XgYtF
0.517,0.311,0.247,0.92,5.57e-05,0.847,2zvsXHEmnvfJGBp4gqljH8,1Rj92hyXm3WjpOJI8XgYtF
0.719,0.453,0.111,0.833,0.000115,0.851,4mcpFAgfKAveRmuNmEL6bA,1Rj92hyXm3WjpOJI8XgYtF
0.862,0.264,0.0406,0.703,0.223,0.576,4aIZgRj2fVchpU3HnBQWx6,1Rj92hyXm3WjpOJI8XgYtF
0.801,0.373,0.0673,0.793,0.578,0.704,0UOKYamx2rZB4HYjedYFxn,1Rj92hyXm3WjpOJI8XgYtF
0.752,0.244,0.0373,0.931,0.663,0.725,5a88hgpJBT2SeNg4OIzC2P,1Rj92hyXm3WjpOJI8XgYtF
0.59,0.303,0.0321,0.913,0.37,0.431,0hqnGx3GfM8QunzuOzpnwe,1Rj92hyXm3WjpOJI8XgYtF
0.519,0.225,0.0527,0.685,0.188,0.791,0pRi7bGGYJQeVvRX9UA2Ru,1Rj92hyXm3WjpOJI8XgYtF
0.582,0.275,0.0565,0.774,0.296,0.433,4YkhVPQlTTWhPnLullwRzP,1Rj92hyXm3WjpOJI8XgYtF
0.876,0.23,0.0872,0.735,0.0,0.393,2OrpPqKYT5qj7X9lGTIipS,1Rj92hyXm3WjpOJI8XgYtF
0.411,0.174,0.0315,0.844,0.0145,0.162,7unsDj1BtTJMsRvkXMCktQ,1Rj92hyXm3WjpOJI8XgYtF
0.334,0.267,0.0332,0.732,0.139,0.244,6IJhRXNNR3ePrAvA7GGHLl,1Rj92hyXm3WjpOJI8XgYtF
0.4,0.354,0.0347,0.513,0.274,0.589,6QFVTlxVXqfRV457E70Bg0,1Rj92hyXm3WjpOJI8XgYtF
0.334,0.341,0.0339,0.634,0.0768,0.379,18LBztTwe6VBCga3G5Sl16,1Rj92hyXm3WjpOJI8XgYtF
0.614,0.229,0.0318,0.863,0.882,0.421,1Eo5Zbbxr5wX27wVHTi2OR,1Rj92hyXm3WjpOJI8XgYtF
0.711,0.205,0.0341,0.901,1.94e-05,0.477,1hZLe2lbaniZGh7deKAAaR,1Rj92hyXm3WjpOJI8XgYtF
0.382,0.355,0.0557,0.869,4.31e-05,0.651,33UL7mkpocZH5L1eSSr7xf,1Rj92hyXm3WjpOJI8XgYtF
0.726,0.164,0.0383,0.86,0.768,0.394,0F0Pj1snq8zOP40LS0AXgM,1Rj92hyXm3WjpOJI8XgYtF
0.626,0.414,0.0541,0.843,0.145,0.356,2ql5VgkWBKk07v0N1DwqC8,1Rj92hyXm3WjpOJI8XgYtF
0.639,0.57,0.043,0.578,0.976,0.862,66umZeE6Sd7rDRDmfKE3Wl,1Rj92hyXm3WjpOJI8XgYtF
0.827,0.435,0.262,0.736,0.00143,0.844,47vnb4poaIOQqiqtrfSyD6,1Rj92hyXm3WjpOJI8XgYtF
0.775,0.341,0.071,0.932,0.606,0.771,1mDQrcfMrnEq6SsGY3WlqI,1Rj92hyXm3WjpOJI8XgYtF
0.561,0.332,0.0305,0.649,0.0154,0.257,0nmOWtacuS2JeKDr7NTyRL,1Rj92hyXm3WjpOJI8XgYtF
0.844,0.307,0.064,0.752,0.00222,0.668,49d3WDVs8JF7IoXB2Bzput,1Rj92hyXm3WjpOJI8XgYtF
0.883,0.45,0.0908,0.7,0.0407,0.775,0uziRA46wxFQvNRtArLcZ4,1Rj92hyXm3WjpOJI8XgYtF
0.638,0.4,0.0283,0.716,0.933,0.539,057u1xacsPdxoYQHXX289g,1Rj92hyXm3WjpOJI8XgYtF
0.517,0.458,0.0583,0.346,0.959,0.497,171HfygHQp0iDzIM4qixJH,1Rj92hyXm3WjpOJI8XgYtF
0.785,0.56,0.0311,0.755,0.856,0.739,1a698wW8kw6SBq8CWiWmln,1Rj92hyXm3WjpOJI8XgYtF
0.542,0.405,0.042,0.141,0.31,0.283,1yi77TrGsSLuR0rKY6TXsq,1Rj92hyXm3WjpOJI8XgYtF
0.682,0.329,0.0484,0.381,0.000836,0.365,5ZZeuwUY353sABocrj3OU0,1Rj92hyXm3WjpOJI8XgYtF
0.626,0.451,0.0346,0.788,5.56e-06,0.461,0GIRUl3YJAGBauaqe10oWm,1Rj92hyXm3WjpOJI8XgYtF
0.774,0.504,0.0333,0.893,0.931,0.628,2oBRHPwzajZDePdh12gBWG,1Rj92hyXm3WjpOJI8XgYtF
0.555,0.128,0.0323,0.951,0.0663,0.15,2BngYqklR4ccHcC39JKclQ,1Rj92hyXm3WjpOJI8XgYtF
0.666,0.245,0.0327,0.436,0.000404,0.43,43NLZLjM5QMSCDauHRbEjj,1Rj92hyXm3WjpOJI8XgYtF
0.624,0.191,0.0741,0.861,0.0176,0.527,4FUBhlzSOvtYs9oQGsUQCa,1Rj92hyXm3WjpOJI8XgYtF
0.559,0.234,0.0305,0.82,3.84e-06,0.263,4G8eEeCv5vin1gJWV2Y4Zg,1Rj92hyXm3WjpOJI8XgYtF
0.441,0.319,0.0365,0.932,0.000383,0.284,4wFIX5TaIwCJEUp1Hl6kOR,1Rj92hyXm3WjpOJI8XgYtF
0.546,0.171,0.0314,0.774,2.56e-06,0.422,4cd7YmVlciBRnq6PINZi1W,1Rj92hyXm3WjpOJI8XgYtF
0.423,0.209,0.0303,0.649,0.000393,0.311,2t5o5Co3nqDl3wbbLROOsK,1Rj92hyXm3WjpOJI8XgYtF
0.671,0.339,0.0295,0.605,0.00163,0.571,6qR0XN2gMJLXdh9N2kFZCD,1Rj92hyXm3WjpOJI8XgYtF
0.478,0.0438,0.0308,0.802,0.708,0.188,28d2nGdSQ8L2g4mKEPbINS,1Rj92hyXm3WjpOJI8XgYtF
0.869,0.438,0.0793,0.836,0.318,0.738,4y2Do4aV0vo1vOluzRDRV0,1Rj92hyXm3WjpOJI8XgYtF
0.722,0.295,0.04,0.962,0.833,0.283,0ntd9838CiImYikvMYUGV2,1Rj92hyXm3WjpOJI8XgYtF
0.657,0.554,0.0372,0.95,0.78,0.875,5j0hXkn334V85tByDmiFCu,1Rj92hyXm3WjpOJI8XgYtF
0.65,0.374,0.161,0.804,0.0193,0.131,7KzshVEvB4xzg4dtb8CxXx,1Rj92hyXm3WjpOJI8XgYtF
0.583,0.402,0.0317,0.898,1.36e-06,0.589,0eIW0BGY63JpCydq9j0oVL,1Rj92hyXm3WjpOJI8XgYtF
0.583,0.304,0.0306,0.964,0.579,0.328,3t2yQwWVAXlBmkKgR4Mhbu,1Rj92hyXm3WjpOJI8XgYtF
0.569,0.149,0.0387,0.685,4.32e-06,0.287,2dwer0jN78Cad9WMlDhz0o,1Rj92hyXm3WjpOJI8XgYtF
0.636,0.396,0.0343,0.699,0.0157,0.519,2fCEQIvWwKX96sLx5bhLqT,1Rj92hyXm3WjpOJI8XgYtF
0.604,0.328,0.0342,0.415,0.0,0.458,3RvM8rn3CPrrSSHwbscZFp,1Rj92hyXm3WjpOJI8XgYtF
0.727,0.322,0.0704,0.763,0.0,0.624,6UAOdfOdWSprSGvQAz5wDU,1Rj92hyXm3WjpOJI8XgYtF
0.609,0.365,0.0305,0.514,0.693,0.638,3wX8fBYuLWLLIZWnyLgYAh,1Rj92hyXm3WjpOJI8XgYtF
0.648,0.203,0.047,0.787,0.0,0.504,6KQ1aUssYHBuE39tCBfVeL,1Rj92hyXm3WjpOJI8XgYtF
0.666,0.268,0.0542,0.94,0.914,0.156,5QPMaZZrFpFjNmY8Kchtwv,1Rj92hyXm3WjpOJI8XgYtF
0.615,0.145,0.0711,0.454,0.173,0.57,4bqUV2fLvIrxl3QsMfF2YV,1Rj92hyXm3WjpOJI8XgYtF
0.609,0.117,0.0385,0.97,0.865,0.548,1DqkHQZmfX0QhwOaUcswke,1Rj92hyXm3WjpOJI8XgYtF
0.313,0.222,0.0339,0.936,0.00349,0.449,0so56nOAJX7vllAvyKqkuR,1Rj92hyXm3WjpOJI8XgYtF
0.511,0.558,0.0364,0.435,0.11,0.383,760RjotCQFgIZybAmJc7sk,1Rj92hyXm3WjpOJI8XgYtF
0.575,0.227,0.0266,0.791,1.9e-05,0.255,2wle68grZ1AJCUd4qphfO0,1Rj92hyXm3WjpOJI8XgYtF
0.421,0.145,0.0649,0.93,0.0032,0.114,5ppXL59aLDza5z6N5Ygrh7,1Rj92hyXm3WjpOJI8XgYtF
0.41,0.413,0.0381,0.536,0.386,0.482,7jSJJgyrVrZ5TLzr0U64Al,1Rj92hyXm3WjpOJI8XgYtF
0.757,0.217,0.0436,0.947,0.927,0.636,6QQF6ndgVFDlq17STtXMpg,1Rj92hyXm3WjpOJI8XgYtF
0.548,0.407,0.0451,0.796,6.55e-06,0.382,1k8Llj8H4tRaSkxMXIv9Xt,1Rj92hyXm3WjpOJI8XgYtF
0.533,0.374,0.0372,0.817,0.000163,0.446,087IfhBNRDZvXs3aQ7pBix,1Rj92hyXm3WjpOJI8XgYtF
0.405,0.297,0.0331,0.616,5.12e-05,0.396,08NzuqvBLEFiTNH7A8H2FM,1Rj92hyXm3WjpOJI8XgYtF
0.75,0.281,0.28,0.734,0.0,0.689,6YWBJwGro1MUbGkTZA8fu1,1Rj92hyXm3WjpOJI8XgYtF
0.819,0.329,0.045,0.617,0.335,0.467,5jPwmPAbokGWjARVK1yogH,1Rj92hyXm3WjpOJI8XgYtF
0.808,0.3,0.0923,0.949,0.695,0.82,3UNzXaumNWYt4tLI0Bac5M,1Rj92hyXm3WjpOJI8XgYtF
0.622,0.187,0.0435,0.86,0.359,0.35,3SxUXRwjXUaZFwSeaFYkXP,1Rj92hyXm3WjpOJI8XgYtF
0.655,0.328,0.0388,0.296,0.951,0.84,082jul3lrds2dBlZ0fHlj5,1Rj92hyXm3WjpOJI8XgYtF
0.396,0.514,0.037,0.342,0.00179,0.851,3gkGNI7yQZGyU656u8O6Jl,1Rj92hyXm3WjpOJI8XgYtF
0.822,0.183,0.0507,0.926,0.345,0.813,3IGMHWUj5z6YO1CjhrZx3j,1Rj92hyXm3WjpOJI8XgYtF
